tweet_id,clean_text,intent
311881,App Store and iTunes still not working PLEASEEEEEEE PLEASEEEEE HELP,app_store_itunes
2734385,Another update needed to save battery life on everyone’s iPhones please?,battery_charging
1866440,"11.0.3=awful. Can’t rec calls, most apps won’t open, no camera. Cost me $15 when Uber app became unresponsive after ordering.",orders_products_warranty
2171624,Hi since the latest update my iPhone 6s is lagging way too much is it your strategy to entice us to switch to new iPhones?,performance
2902000,"hi, I have submitted a request 3 times to have my Apple Id pword changed. I have submitted the required details, received the text code and on 3 occasions been told I would be contacted in 24 hours. First contact was 3 weeks ago and i am still waiting Please Help",apple_id_icloud
2853884,"Hi! I keep checking the box for ""Show most recent messages at the top"" in Mail, and it keeps forgetting to save that setting. macOS 10.13.1, Mail 11.1 (3445.4.7). I want ordering consistent between iOS and macOS.",orders_products_warranty
2371089,is there a documented issue with the new update and touchID?,screen_display_keyboard
2311334,Ugh!!! I’m tech challenged!! Does anyone know how to remove this new bar of apps that pops up on my messaging screens? 😑,screen_display_keyboard
964048,"TestFlight not loading in ITunesConnect. So damn frustrating, PLEASE apply more resources here, ITC is a nightmare.",app_store_itunes
1824622,this new iPhone update has my phone all fucked up. I can’t hear calls and shit.,device_hardware
1858755,"Actually, what part my tweet is the solution for? I am not able to understand it. #confused I never said my wifi is not working.",connectivity
2070252,any problems with podcast app in Europe/Switzerland? Can‘t connect to the „store“,apple_music_media
2069129,Anyone else had issues with their #iPhone since upgrading to #Ios11.0.2? It’s just freezing and batt dies instantly? #apple,performance
1018577,how much does an battery replacement cost for an iphone 7?,battery_charging
748814,Siri is off... is it being on required for transcripts to work? I have been getting transcripts voice mails since iOS 11 day 1 WiFi and cell,connectivity
2727053,Flagging down for this #touchbar brightness bug. Any help would be appreciated!,performance
1807546,since I updated the iOS 11 on my iPhone 6 Plus the silent button is not working. Any way to fix it? Please help.,ios_update
1577625,Bro this iOS 11 update is gonna make a nigga switch to Samsung 😂😂 fix the bugs now!!!!,ios_update
2901984,"Please help. My iPhone 6 keeps freezing, its processing things very slowly and and some apps are unresponsive.",performance
2444153,"""This device must be paired with your Apple ID in order to play recorded content offline This device is already paired and can not be transferred for 45 days"" But ... my iPhone IS associated with my username? !!",device_hardware
553661,Dear your iOS update 11.2 broke my visual voicemail.,ios_update
2594379,why is that my downspeed is stupid fast yet my Apple TV is about as useful as a brick? Everything streams fine on a MacBook or iPhone.,device_hardware
2355066,"Hey, updated my phone. Now it keeps freezing, please resolve. Thanks.",performance
2943381,When ‘re u going to create an entrance for iPhone 7 ears. Can’t listen music from my MacAir. Will buy only new MacAir next year if this entry is there,apple_music_media
1786033,"purchased a jet black iphone 7, 7 days ago. Very disappointed. What’s with the poor sound quality during phone calls? 😭",billing_payment_purchase
1466089,Hey fix the keyboard glitch that replaces “I️”s with whatever weird text I️ is k thx,screen_display_keyboard
2893371,It seems to go away when I clear browsing history. Using iOS 11.1.2,ios_update
543677,"Hello , was hoping you could help. Ever since the last couple of updates. My iPhone 7 just will not keep connected to my WIFI. I do not have this issue with any other non apple device. Can you please explain how I can fix this?",device_hardware
103245,Is this real? The app store said there were no updates.,app_store_itunes
2567117,"why do I need payment information for a free app? But you wanna decline all of my cards. Smh, constant issues with this man",billing_payment_purchase
735962,iOS11.0.1 - MOST ANNOYING feature is how it automatically turns on bluetooth &amp; wifi. I have it off for a reason. Please fix this!!,connectivity
1709889,Mine freezes every time i use YouTube or Snapchat.... figured it was an issue with the apps not the phone.,performance
1012988,"I phone 5 s &amp; 11.0.3 😡 yeah, i m sure you re happy for turning my i phone in to a trash with your new ios update 😡",ios_update
1162171,"Macbook, iPhone &amp; iPad. cant find d shortcut anymore for iPhone. Its all connected to d same wifi network yet I’m not able to use airdrop",connectivity
2441841,7+. And my apps won’t open (not all the time) when I click them the screen will turn straight black. I gotta press the home button or lock my phone and re open it,screen_display_keyboard
1874484,WTF 10 times/day have to hard reset phone- Colors invert half screen all since last three updates,screen_display_keyboard
2533251,They are updated also my music doesn’t show up on my lock screen,apple_music_media
300064,I have iOS 11.0.2 I just updated and my phone is now freezing and glitching. It wasn’t doing it before 🤦🏾‍♀️,performance
437386,c‘mon. It might not be the worst bug in iOS 11 but you usually care so much about this stuff. So why not this time?,ios_update
2123885,hey im trying to get back my apple id but my phone wont get any text for veryfication code. HELP. i already went to support page and tried everything!!! (Day2),apple_id_icloud
1291143,"They gave no help. Said it might be my screen, the case I had on the iPhone or water damage!!",screen_display_keyboard
2336132,Apple Music switched up on me. Charged me 40 and made my subscription double the price. Que te hice Bebe,apple_music_media
90598,"Yep, a lot slower. Try restarting a few times",performance
431297,Thought it was just me. It keeps switching my Bluetooth back and forth from phone to the device in mid call. This Apple has a worm.,connectivity
711667,why is my phone constantly freezing? help??,performance
2130264,y’all getting too much money for all the fuck ups y’all have.. I️ can’t even use “i” without it looking like I’m in fucking music class smh,apple_music_media
2812560,". Is there a way to have my media function keys work like the used to before I upgraded to High Sierra? ie have them actually play/pause/forward my music in iTunes/Spotify, not whatever you changed them to do now? This is v frustrating :(",app_store_itunes
2300425,I have faults with my phone still under warranty 4 hour wait in my local store can you send me a new phone and I can post this handset back? Thanks,orders_products_warranty
463085,"So, I must let you know the Apple service in Brazil is such a huge disaster. You guys launch a new IOS, I download the file and My device stops working. What do the do? Nothing. Just Tell me it is a coincidence. I'm suppose to buy a new one. Ridiculous!",device_hardware
1397362,Is watchOS 4.0.1 only available for cellular series 3? I have non-cellular and no update is available.,connectivity
1070497,The latest #IOS update is an absolute shambles please fix it.,ios_update
366144,iOS 11 is so buggy and slower than iOS 10 one of the worse iOS updates I’ve ever used &amp; loss of 3D app switcher also a bad move... #nothappy,ios_update
336225,I keep being told my billing information is incorrect but I’m not trying to pay for anything just update apps,billing_payment_purchase
2170690,Need to fix whatever tf is going on w my phone. I can’t even listen to my music. I pay for it I better be able to listen to it.,apple_music_media
797585,"Hi , what is the cost to replace an iPhone 6 screen?",screen_display_keyboard
1949792,"message app stopped working on iphone 6s plus running 11.0.3 ... when trying to open, long delay, then back to home screen",screen_display_keyboard
2210769,"IOS 11.1, 70 GB of storage free",ios_update
1081490,please tell me your fixing this last update so I can keep my WiFi off when I don’t want it on?,connectivity
2032612,typical a new phone gets released and now my battery on my old phone is rapidly dying after not even using it.,battery_charging
2205845,iPhone 6 iOS 11.0.3 Ever since got it back from having screen fixed at end of August,screen_display_keyboard
1682634,"Hey fully charged iPhone 7 with new iOS11.1. Took some photos, opened FB and down to 64% already. What gives?!",billing_payment_purchase
1020349,"IOS 11.0.3 is wonky. Previous contacts r missing in Contacts,but show up in SMS.Bizarrre &amp; frustrating👎😞 Is there a solution?",ios_update
1173945,Followed it and “recovered” my account yet my Apple ID is still disabled. What next then?,apple_id_icloud
1645444,- I’m trying to backup my photos from my Macbook to my iCloud account. Been downloading for more than 24 hours. Sound correct?,apple_id_icloud
898222,after installing 11.0.3 my touch screen is working really bad as well as Bluetooth,screen_display_keyboard
2445187,Haven't gotten to screen cap or yet.,screen_display_keyboard
822692,#Ios11 why does my WiFi keep Turing Back On after I’ve turn it completely off!? Come on Apple,connectivity
1379697,why is my battery draining super fast with iOS 11?,battery_charging
1633082,y’all need to fix that dumb ass update that got my phone freezing and moving slow,performance
1180134,"Dear Team. My Macbook Air makes vibration noise in the keyboard. The thing is, what has many other sounds done under the keyboard! What i‘m able to do?",screen_display_keyboard
687964,fix your latest iOS update for 11.1.2 I have a six and my friend has the eight and we have problems reach ability is acting up and while,ios_update
437420,literally watching my battery % tick down as I type this...please sort out your updates!,battery_charging
1248361,Ok two hours with apple support for my AirPods ! #AirPods please help me!!! 🙄🙄,apple_music_media
50820,I have Iphone 7 updated to ios 11.1. After the news IOS released this year battery problem raised.,ios_update
857134,.. After updating my iPhone 7 to 11.0.3 the battery is draining ..kindly help. TIA,battery_charging
1397347,"Hello Apple, why is it too complicated to copy music, photos, and videos from my iPhone to a PC? any help with that!😠",apple_music_media
1586306,My phone been glitching since this iOS 11 update that my phone tricked me into 🙄,ios_update
1236888,iphone 6s+ ios 11 imei __credit_card__,ios_update
2046001,Idk if it’s the new iOS update but my phone been lagging lately,performance
387199,"can't update to #iOS11 because of bug. With iOS 11, I can not play music anymore with lightning cable in (VAG) car. Back to iOS10 :-(",apple_music_media
1085216,OKAY APPLE YOU NEED TO STOP FUCKING TURNING ON MY WIFI WHEN I TURN IT OFF. GOD FUCKING DAMNIT,connectivity
1133225,"8 months in now tells me the phone is ""deemed out warranty"" Please help.",orders_products_warranty
1928206,Nooooo the iOS update made my iphone 6 so sluggish ☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️,ios_update
2777565,why do i keep on getting error 12894 in the apple music when i want to play certain songs by cellular data? how to get rid of this error?,apple_music_media
1029627,"This update just deleted ALL my music, u got to be kidding me 😒",apple_music_media
1218382,does the Bluetooth toggle in control centre in iOS 11.0.2 actually just turn off Bluetooth now as before ?,connectivity
429132,Stuff like this. Sometimes the screen will be completely red. Or the computer will just crash. Sometimes the touch bar likes to freeze as wel 🙄,screen_display_keyboard
1946909,why I can’t purchase any item from amazon from my mobile,billing_payment_purchase
162815,Can’t edit Can’t share Happens to various photos For quite some time now What’s going on? 🤔 iOS 11.1.2 6s ✌️,ios_update
1362533,I tried but no one is available due to high volume. I still haven't gotten the email. It said 1-2 weeks for preorder so I'd like that still,orders_products_warranty
2134855,"Ever since Steve jobs died hasn’t been the same ; i spent $700 on a new iPhone 8 and it freezes like crazy ; shut off when it wants , stops working when it wants wtf I’m pissed , money doesn’t grow on trees , aren’t these products meant to be durable?",performance
556069,upgraded to iOS 11.2 and now I get a vibration with almost every action I do on my X. How do I stop this.,ios_update
486226,The screen after I put a temperglass not sure if it’s suppose to look like that or the temperglass it self is the problem can you confirm with me please,screen_display_keyboard
1153885,why does my battery die 3 hours into the day!!! Need an update to address many issues. Galaxy 8 looking good about now!,battery_charging
1760465,I have your apple smart battery case... what does AID UPS mean?,battery_charging
2436448,"just updated to iOS 11 yesterday, and nothing but crashing and horrible battery life.. still feels like it’s in Alfa stages...",battery_charging
1891071,I mever experienced problems with iphone 7 but after this update it lags a lot fuck this shit,performance
2039318,and iOS 11.1 is terrible on I phone se my batter lasts 1.5 to 2 hours before it was 3+,ios_update
1795324,Battery draining after update on I phone 6- any suggestions or is update out to fix problems. Really disgusting.,battery_charging
2518227,Why is my phone lagging when I text,performance
630982,it just freezes with all apps or crashes and my phone always turns off. its been like this for 2 weeks,performance
2524436,"Nice work Tim, iTunes is totally useless and now the iPhones aren't working worth shit either. Tried for several hours to make a call today and then my daughter had the same problem coming home! No more Apple for me!",app_store_itunes
2676022,"How about since update phone is locking up willy, most apps slow not working, and spinning and punt!!",performance
18872,"the screen on our iPad Pro has stopped working 😔. I've read a few articles about weak screens on some models - is there anywhere I can check the model number, or will it be a £400 repair bill? Thanks",screen_display_keyboard
1202000,Thanks. I’m just using the standard iPhone music app. Was fine until today. Update may be a coincidence,apple_music_media
2567076,"iPhone enclosure at the down part. My iPhone 7 purchased less than 1 year began to show a more precise painting fault on the bottom of the iPhone, next to the speaker and also some paint failure points around the edge of the Lightning entrance.",billing_payment_purchase
1784876,#iOS11 need more bug fixed. please. My iPad Pro don’t seem to perform the way it should be. Everyday stuck screen!,screen_display_keyboard
1789008,so i pay for songs &amp; download them on my phone via itunes &amp; yet i can't download them onto my computer without rebuying? WHY,app_store_itunes
873675,recently got iPhone 8. Waze app didn’t transfer to new phone and i am unable to download from App Store. Cloud icon just spins,app_store_itunes
2855297,"Last week my iPhone died for good, and today my MacBook charger caught on fire... you could say that hates me.",battery_charging
549697,"With iOS 11.2, how do I send (or receive) cash to someone?",ios_update
1758796,I think it’s my phone. This is over WiFi and there aren’t any updates. 😬,connectivity
1633133,having trouble with my iphone x allready joke man,device_hardware
2013797,That’s great. I have an iPhone 7 256GB and currently running 11.0.2,device_hardware
1758736,#notifications in #ios11.1 are not displayed correctly,screen_display_keyboard
1197231,has left me w/ defective device 4 over 2 weeks. Did EVERY kind of reset. Defective iOS. 0 help from management after I escalated,device_hardware
300594,did you guys decide to ignore everything the people that beta test iOS 11 said cause iOS 11 has made my phone worse...,ios_update
2866197,My phone has been SO FREAKING SLOW and glitches all the time since the new update. Thanks 🤗,performance
2679907,"Is there any issue with iTunes Server?! After factory reset i am getting this error on my iPad. ""activation information was invalid"". Trying to activate it since 1 day no luck! :(",app_store_itunes
714200,iOS11.0.2 causes my iPhone 7+ to freeze &amp; restart every ~half hour. Arguably the most frustrating product since the AirPort Extreme.,performance
447332,How can I get this when I can’t even get into my account even though I try to reset password,apple_id_icloud
671341,why is my phone so fucking slow and glitchy after these updates!!!,performance
1571035,"One more question, I’m trying to upgrade my iCloud storage but I’m part of a family plan which is asking for the card from the family. Can I use my own card?!?",apple_id_icloud
988898,Is there a problem with #iCloud at the moment? My password is not working. Ugh. It’s not working on my Mac! #apple,apple_id_icloud
2058366,this iphone update literally broke my phone like my phone turns off and freezes thx,performance
1818637,iPhone 7. iOS 11.0.3 is killing my battery life. Down to 20% in 2 hours.,battery_charging
2837149,"Ok. I was just saying my iPhone 6 became a slow typewriter after installing iOS 11.1.2 Some good person has just told me to switch off and on adaptive bright. I've done it. I'll evaluate how that works, but any other suggestions are welcomed.",ios_update
260009,Yep! This was during opening Notes. Also been doing similar freezes on opening Messages &amp; Reminders. Only thing that helps is restart.,performance
2615304,"hi, is there a way to revert to a previous iOS or a previous version of an app (Apple Podcasts) on an iPhone?",apple_music_media
61379,How about every time I’m fucking texting somebody the keyboard always takes forever to type .... or when I open one app takes forever to load? Even when I have enough memory on my phone... I mean before the iOS 11 EVERYTHING was running smooth.... now everything is TRASH,screen_display_keyboard
1394565,Not issues as such I just don't like it. The keyboard. And apps displaying at the bottom once you've used them. Can I change that?,screen_display_keyboard
2652499,"My wifi will not stay connected, it keeps dropping! I need a wifi connection to update but its not staying connected.! Help!",connectivity
1363221,"It’s fully updated, all apps crash randomly with the phone., I use JEFIT a bunch, so I notice it most with that app.",app_issues
1765887,"No idea how, but I accidentally deleted the camera icon from my screen....umm how do I get it back",screen_display_keyboard
2506701,"Hi and i have a hue bridge and an aptv4. With my iphone 5s, i had no pb to use siri and homekit out of wifi but that is not the case with my new iPhone X. Any tips so I could use siri to ctrl my lights out of wifi again? Thx in advance.",connectivity
825130,Hey any coincidence that when I try to delete the utterly annoying “store” button from my messages feature my messages app crashes and it won’t delete?,app_issues
1907531,iPhone 7 Plus with 11.0.3 seeing speaker in calls not working and freezing in iOS / Apps. Please resolve these issues!,performance
596895,"a friend has broken their phone, can’t login to iTunes as has forgotten password, how can we check if anything is backed up/stored?",apple_id_icloud
1339771,the online store messed up my preorder.,orders_products_warranty
2547157,The new update is draining battery like hell and till now it hasn’t been fixed come on !!,battery_charging
2493807,since IOS 11 my I-phone 7 battery last less than a day. What are you doing to rectify this issue? It use to last 2 days before the update! You sold the 7 as having a better battery life #lie,battery_charging
2508239,my iphone has been black all day with a blinking apple sign. It is fully charged / no damage. How do I fix this?,billing_payment_purchase
2004289,Why has my iPhone X been stuck on this screen for almost an hour now?,screen_display_keyboard
584691,"since you’re so responsive. Where can I leave feedback on latest changes to podcast app? Really dislike! No full view of library so difficult to find stuff, no stop in xmins option, keep missing content. Am disappointed. Looking for alt app.",apple_music_media
2833059,My MacBook Pro Retina Mid 2012 have been having display issues (black screen) after restart and takes like 15mins for the screen to display. I upgraded to macOS High Sierra hoping it will fix this issue but now it won’t even display again. Pls I need support on this.,screen_display_keyboard
1713052,I’m in my house with a 20MB WiFi,connectivity
1133240,Just attempted to perform an update on my fairly new iPhone 7 plus and was forced to restore the phone to factory settings,device_hardware
1858529,"Since i updated my iPhone 5s to iOS 11 it started causing many problems, 1) Frequent shutdowns 2) Battery issues",ios_update
2750477,I tried the Apple ID password and it did not work. Are there any characters that we should not use?,apple_id_icloud
154453,No I don’t. I’ve restarted my phone 3 times and it even freezes during that process and I have to wait until the sos slider comes up before I can switch it off.,performance
612923,Your IOS 11.1 update is a disgrace ... sort it out 👎👎👎👎 can’t send a message from contacts etc 🍎 R a Joke ... test your updates before ruining millions of phones,ios_update
123713,Not sure what u have done with the latest update. Seriously my iPhone 7 plus is performing like a cheap android phone after the update.,device_hardware
486291,11.1.2 and the screen flashes black and turns off music or whatever I have going on then the lock screen comes on,apple_music_media
1785111,The new iOS 11(11.0.2) is proving to be buggy. My music notification freezes. Most important: 4G to 3G switching freezes,apple_music_media
1138395,How about you book it in for an out or warranty repair to fix what you broke? I had to send my last iPhone back for repair for same issue,orders_products_warranty
792755,My iPhone 8 battery dies much faster than my iphone7 🙄 wtf apple seriously,battery_charging
1492818,"ever since I installed iOS 11.0.3, my proximity sensor for calls no longer works and when I restart my phone bluetooth is automatically on, how can i fix this?",connectivity
666612,"Update to iOS 11 they said, it’ll be great they said",ios_update
2607513,Help! What is happening to my MacBook? It just froze then ~20 secs later the screen turned yellow...,screen_display_keyboard
260004,"Nope, still WiFi is still ON, y Force Touch and nothing, it is still ON",connectivity
2281235,"EYE ( please fix this) was surprised at the number of student musicians that showed up early on a Saturday morning. Kids are committed; school boards, dept of edu on the other hand...🤷🏾‍♀️",apple_music_media
1412574,the screen is completely black with no lines and the phone won't turn on whatsoever,screen_display_keyboard
2062825,easy yo! Why since the last update is my battery being drained every second? Its on that perspiration ting!!!!!,battery_charging
1305621,"I bought it online (picked it up on a store) and need to change the SIM free version for the T-Mobile version, iPhone 8 Plus.",device_hardware
90538,Just received new unit of iPhone X. First had horrible yellow screen and this is even worse. Is gonna finally admit that the some screens are not as good as they claim to be? #Apple #iPhoneX,screen_display_keyboard
1075475,"This is my LAST straw with if my phone doesn't get fixed today , I swear to you I'm done with iPhones idc.",device_hardware
2608158,I have an iPhone6 that's stuck on a black screen with white apple logo and it doesn't respond to anything I try,screen_display_keyboard
553472,"Not what was wrong. I reset phone, holding power and volume, more than 3 times. Then my phone went from 100% battery to 10% &amp; dying in 3hrs. I didn’t plug charger letting it drain. Plugged in charger, it started charging and now it’s not locking me out",battery_charging
2518214,here is my list of games that won’t work now simply because I updated to iOS 11. I purchased/made purchases in-app for all of these and spent a lot of time on them. Please fix this in your next update‼️,billing_payment_purchase
633966,"Just as I was loving my #iPhone 7 Plus I download #iOS11 - it sucks, so many problems - thanks",device_hardware
1986782,"Geez. People were right. This #iPhone update makes everything 1000x slower. It's taken me a good 5-60 seconds to save any new calendar items, phone numbers, etc. #ugh",performance
1717485,this new update is such a battery sucker that it literally eats my phone’s power while it’s even on the charger!,battery_charging
1340772,"Received a ""Your iPhone has been reserved"" message last night. Didn't screencap the conf # and got no email. How do I get my #",screen_display_keyboard
741653,"please fix your screen recorder, there’s no sound on the video. second, i tap stop recording several times but it won’t stop",orders_products_warranty
2627751,my iwatch screen won’t wake up and it’s fully charged,billing_payment_purchase
924552,Exited plane with 100% battery. Now down to 45% and still waiting at baggage claim. Not sure if I'm more upset with or .,battery_charging
2945716,"Im using iphone 6s+ with IOS 11.1.2 and after I updated to the latest IOS, the save gif button just disappeared",ios_update
2364548,whenever I go into the App Store to update (free) apps it’s saying I need to update my billing info but when I do it gets declined? Won’t let me update without billing info either?,app_store_itunes
616342,why does my batter die so fast with iOS 11,ios_update
1933420,"My phone was fine until I did this update. Battery is shocking, glitches, turns off now and the touch screen is less responsive",screen_display_keyboard
630984,I updated my iPhone to ios 11 its crashing and freezing what do I do,ios_update
2555407,"What’s happening to The upgrades now from 11.1, is killing everyone’s phones. Especially #battery life",battery_charging
2926465,"You can never ever turn off the WiFi in iOS 11, I just want to save battery when I’m outside and sure that no available WiFi to connect. Why so stupid... I think I need to buy a new Android device. 🤮",battery_charging
620230,"No issues found! I should also mention it’s not that it hasn’t worked since the update, but that it doesn’t work more than it does now on the update. It has connected to WiFi since the update.",connectivity
2008402,How can i delete the “other” data after moving on my iPhone X? It is not referenced in the apps..,device_hardware
2898991,No - consistently it won’t even recognise any Wi-fi - I’ve reported this problem on Twitter multiple times this last few months can u not review what I’ve said previously - nothing has changed,connectivity
582789,how come my phone fucking pauses my music or youtube everytime i get a mfing snapchat fix this,apple_music_media
1848889,"Dear , if I choose to turn wifi/bluetooth off, it should stay off! iOS11 keeps turning them on when I’ve turned them off.",connectivity
1785615,"This new iPhone update is making my phone interface SO slow, &amp; crashing apps all the time! 🤦🏻‍♂️ sort it out will ya",performance
2917338,"Seriously after tons of patchs an 1 mayor update on IOS 11, when will you fix battery drain issue?, my phone’s battery last up to 50% less, than iPhone ran iOS 10. You are really pushing customers to find other brands.....",battery_charging
953198,hello. Not able to update or download apps. iPhone 7 ios 11.0.3 I live in uk,app_store_itunes
1376471,no but literally i think this is the worst my phone has been like it keeps freezing and closing apps by its self like ????,performance
54467,Also it said I need to sign in on that page it sends me to and I have until November 2 to cancel it. Does that make sense?,apple_id_icloud
1024319,"They are pretty much unusable. Also will work for phone, but not podcast.. Went from a 10 to zero fast! Please help",apple_music_media
333261,"Dear you make great phones, watches, tablets and computers... but WHY are ALL of your chargers trash?",battery_charging
793949,I'm doing so now. Hopefully this fixes my iPad pro too which has also been occasionally unresponsive when I use it,device_hardware
1795282,why IOS 11.0.3 is often get hanged ? it get struck most of the time while using an application. Plz fix it,ios_update
1405355,Why the fuck has everything on the iphone been trash since ios11 fix this shit my nigga,device_hardware
823601,charged my 3 month old iPad Pro 10.5 to 100% this morning already down to 30% please tell me there’s an iOS 11 fix coming for this!?,billing_payment_purchase
1631373,can we fix the iOS? My phone has never been so slow and glitchy in its existence! WTF is going on? #ios11isshit,performance
764232,my Apple Music isn’t working 😭,apple_music_media
1770376,"entirely messed up the latest update of Podcasts App, no cont’d play, bad UI-usability fail,bad search recommend",apple_music_media
1201974,My phone has been playing up and slow since the Last update,performance
1956306,Yo get the iOS 11 fixed. When I delete a photo/video via the camera app. It doesn’t get deleted.,ios_update
2581966,Hey Why can't I hide emoji button from my mac book pros touch bar? I don't use emojis. Actually I hate them and am annoyed just seeing that smiley face on top of my keyboard.,screen_display_keyboard
1895619,please fix battery consumption on iOS11 😡😡😤😤😩😩,battery_charging
489667,can you fix the music app so it doesn’t play the same songs every time i click shuffle,apple_music_media
2143369,. love the new Battery Drain feature of ios11. #alwayspluggedin #batterylife #suckingmywilltolive #lost12%typingthis,battery_charging
2410336,WTH !! My #iPhone 7 on iOS 11.1.1 just got bricked again within a span of few days 😡 get your act together quickly #ios11gate,ios_update
266919,Why is ask to buy not working after latest IOS update? Kids are choosing apps and it showing them my credit card....,ios_update
1229593,#iTunes = slowest download speeds ever. Considering renting/buying from other providers since this keeps happening...,app_store_itunes
1122181,Newest versions on Airbook and iphone. Amazon used to autoshare to itunes,app_store_itunes
2320062,"About 2 days into buying I noticed. Because of apple’s history, I purposely did not restore from my 6s &amp; it still ends up bugging. IG always has problems: Floating keyboard + can’t scroll down to comment. Other apps close &amp; I have so much space on this phone. I’m annoyed.",screen_display_keyboard
428721,As is “low power mode”? I always have it on that. It’s been happening since I updated my phone to iOS 11.1,ios_update
2047983,-can you really be considered innovative when you can’t even make a phone battery? New upgrade draining battery like never before!,battery_charging
1155240,my phone has been dying faster than imaginable and freezing constantly since iOS 11.0.3 what’s your proBLEM DUDE FIX IT,performance
1924231,your iOS 11.0.3 update is sucking the life out of my phone. It’s now FREEZING constantly and I have to reboot 100x/day #iphone #sucks,performance
2041714,"iOS 11 Dear : I have “do not disturb” activated (by schedule, not manually) so why did my phone make a sound when I got a Facebook alert after the activation time?",ios_update
303545,iPhone is showing wrong song when phone is locked and playing music on Spotify. Phone or Spotify issue?,apple_music_media
286894,Of the screen when you look at angle of the display? For the backlight. Almost a 45degree angle. Well mean the edge of the display.,screen_display_keyboard
602387,IOS11.1.2 I don’t have disconnects but the speed is constant worse than the speed on my IPhone 6 and IPad Air 2 on the same position. Same problem with cellular.,device_hardware
236817,Did anyone face this issue so far with iPhone 8 - Froze completely not able to shutdown nothing at all?? #frozeniphone8,performance
34670,my iphones battery drains quickly. any tips. it might just be old though,battery_charging
2944496,"The ROOT user does NOT have a password! Type root into ANY 'locked' box and click on the password text box, then click 'Okay'. I'm currently logged into my Macbook AS ROOT",apple_id_icloud
1656588,iOS 11.1 is really buggy please fix this now !!!!!,ios_update
1552549,The letter “I” on my keyboard is not working It keep giving me a ? Mark. Like this: I️ 😡,screen_display_keyboard
1434356,"Its windows 7 &amp; 10, programs freezes and then fails I've reinstalled on both md seems to be some what stable",performance
2366158,feedback on iOS 11.1.1. Can’t force close applications on the iPhone X while on an active call.,ios_update
337475,iPhone 7 plus and iOS 11. Most apps such as Facebook and twitter keep freezing and the phone keeps going on and off by itself!,performance
548141,"Dear any chance to place an order while travelling outside my country and ship it to my family in other country? it seams like you don't realise that people are mobile and economy is connected, not USbased only",orders_products_warranty
2799409,tell me why I’ve had my phone plugged in charging for the last hour and it hasn’t turned on yet.??,battery_charging
2398028,is spotty wifi (two separate channels) a known issue after high sierra upgrade?,connectivity
1007638,how comes every new update plays up an older phone than the one you just release ? Battery was fine last month and now 👎,battery_charging
1845988,FUUUUUCK YOU MY PHONE SUCKS WITH THE NEW UPDATE! ITS SLOW AND SAFARI IS ALWAYS RELOADING. 😡😡 Just makes me want a,performance
2298925,"iPhone 6s Plus. And when the IOS 11.1.1 released like 2 days ago , I updated it and nothing didn’t fix about the situation with the letter “I”",ios_update
2889449,"It’s asking me to input my payment details again even though it’s already in there and when I do, it declines my card. I tried both WiFi and cellular data neither works. I tried signing in to another Apple account and that didn’t work either.",connectivity
2914659,"Yes when I screen record a video off of Twitter or Instagram, when I go back to the video in my gallery the audio from the video cuts off in 10secs",screen_display_keyboard
1020950,"why is my iPhone 6+ lagging, hanging, app crashing and freezing all of a sudden? It has never done this before.",performance
1649538,Just bought iPhoneX. So happy. Where is my AUX adapter? I don't see it?,device_hardware
1295084,Apple Music has been down for almost 12 hours and I’ve had to catch 2 trains today 🙃 Any updates ?,apple_music_media
2147756,"I’m so sick of this I️ bug on the iPhone. , please fix it? Thank you! ❤️",device_hardware
1290458,"how do I go back to iOS 10 on my iPhone 7 (from 11.0.3)? Can no longer use the hands free 4 Elantra, and battery life sucks.",battery_charging
396093,"Camera opens slowly, screen rotation gets stuck, notifications don't get cleared from home screen, black screen when opening safari",screen_display_keyboard
1358152,I changed my password because of this. I hope I’m not locked out. I don’t even know why I would be locked out.,apple_id_icloud
2025321,"Hey I upgraded ipad to IoS 11 and now cant open Pages or Numbers files, what's that about?",ios_update
2125094,My wife is part of our family account but Apple Music says she needs to start a trial. Help?,apple_music_media
188625,"Hey you’re new iOS 11 is HORRIBLE. Even the new update is awful. My iMessages has lots of delays, freezes and is slow. #fail",performance
668786,"if I bring in my MacBook Air into a store, will they unscrew the back plate for me/ would I be charged",billing_payment_purchase
196124,"Yes, I do. But it asks me for the password each time, and then it fails. I ultimately set it up somehow, but it's missing all my health data",apple_id_icloud
1721285,Ok &amp; why does this new update automatically turn on my WiFi&amp;Bluetooth[even when I turn it off in settings]? Please fix?,connectivity
199373,I don’t tweet much.. New podcast app is awful! Looks good but where is my list of unplayed! #bringbackunplayed,apple_music_media
1880426,"my devices have gone completely crazy since recent updates. Touch, apps crashing,no rotation, cant send pics..etc frustrating",app_issues
430135,It’s version 11.0.1 The only issue is my home WiFi and only in my bedroom,connectivity
2400392,WHAT THE HECK IS WRONG WITH MY APPLE MUSIC,apple_music_media
715638,Hey look at this glitch i’m unable to view time network and notifications i’m feeloing so proud aple just converted to android,connectivity
2652468,I'm attempting to activate my new iPhone while in India. Also can I return my old iphone to Dehli Apple Store? Purchased unlocked from apple using,billing_payment_purchase
1442424,"Hey - I am prompted to sign in to set up this new watch, and this is the dialog returned back. Huh?? Confused by this...",apple_id_icloud
2001776,iOS 11 drains batteries FIX IT.,ios_update
